"ID","Is Private","Is Attachments Folder","File URL","Attached To DocType","File Size","Thumbnail URL","File Name"
"d04c1cc0c7",0,0,"/files/digital-marketing-5816304_1920.jpg","Program",409375,"","digital-marketing-5816304_1920.jpg"
"30971e07d2",0,0,"/files/ecommerce-2140603_1920.jpg","Program",109886,"","ecommerce-2140603_1920.jpg"
"bf579c7c0c",0,0,"/files/email-4284157_1280.png","Program",0,"","email-4284157_1280.png"
"ce28821580",0,0,"/files/email-4284157_1280.png","Program",0,"","email-4284157_1280.png"
"fef6aa8fb6",0,0,"/files/kitio46b8d1.jpg","",55577,"","kitio46b8d1.jpg"
"8f32edd188",0,0,"/files/kitio46b8d1.jpg","",55577,"","kitio46b8d1.jpg"
"2f924799ed",0,0,"/files/choungmo-fofack-nice-me259a2a.jpeg","",74199,"","choungmo-fofack-nice-me259a2a.jpeg"
"65f58d6f15",0,0,"/files/choungmo-fofack-nice-me_25%.png","",340398,"","choungmo-fofack-nice-me.png"
"2dd0f80cf3",0,0,"/files/choungmo-fofack-nice-me_25%.png","",340398,"","choungmo-fofack-nice-me_25%10b751.png"
"301e1db518",0,0,"/files/choungmo-fofack-nice-me_25%.png","",340398,"","choungmo-fofack-nice-me_25%.png"
"5642d04f16",0,0,"/files/choungmo-fofack-nice-me.jpeg","",71231,"","choungmo-fofack-nice-me.jpeg"
"a10ae57be9",0,0,"/files/facebook-group.svg","Website Settings",8466,"","facebook-group.svg"
"0ddf1341af",0,0,"/files/IqRh7kS.png","Email Account",30638,"","y9U70P5.png"
"101a2879d6",0,0,"/files/ssl-2890762_1920.jpg","Course",139886,"","ssl-2890762_1920.jpg"
"b5c31f1906",0,0,"/files/Headline-Imagese3943c.png","Web Template",962768,"","Headline-Imagese3943c.png"
"e3bb8c6ac1",0,0,"/files/fingerprint-2904774_1920.jpg","Course",153507,"","fingerprint-2904774_1920d30736.jpg"
"e5b48e7f14",0,0,"/files/fingerprint-2904774_1920.jpg","Course",153507,"","fingerprint-2904774_1920.jpg"
"7c6358220e",0,0,"/files/crypto.jpg","Course",346657,"","crypto.jpg"
"19e27198b7",0,0,"/files/CF4abda7.png","",0,"","CF4abda7.png"
"0f11e48cb1",0,0,"/files/KFd25b06.png","",0,"","KFd25b06.png"
"1ba0b501b6",0,0,"/files/CF4abda7.png","",221140,"","CF4abda7.png"
"2538b53209",0,0,"/files/KFd25b06.png","",209862,"","KFd25b06.png"
"2a61924501",0,0,"/files/IqRh7kS.png","Email Account",30638,"","9pvF6wR.png"
"b3028bc738",0,0,"/files/CF67a939.png","",228513,"","CF67a939.png"
"a060b658e3",0,0,"/files/CF.png","",116792,"","CF.png"
"14673759ca",0,0,"/files/KF.png","",221264,"","KF.png"
"5db69c71c6",0,0,"/files/IqRh7kS.png","Email Account",30638,"","IqRh7kS.png"
"ffad965323",0,0,"/files/clock-1274699_1280.jpg","",0,"","clock-1274699_1280.jpg"
"d910ee2f3c",0,0,"/files/linux-4259595_1280.jpg","Course",0,"","linux-4259595_1280.jpg"
"aa6029f326",0,0,"/files/virtual-machine-software-windows-10-featured.jpg","Course",0,"","virtual-machine-software-windows-10-featured.jpg"
"6d35beccc9",0,0,"/files/illu_docker_blog-52-1-1024x562.png","Course",0,"","illu_docker_blog-52-1-1024x562.png"
"a685880553",0,0,"/files/1590052943613.jfif","",33323,"","1590052943613.jfif"
"d1d3f7f94b",0,0,"/files/clock-1274699_1280.jpg","",111366,"","clock-1274699_1280.jpg"
"06b245f0cc",0,0,"/files/aretex.png","Web Template",28579,"","aretex.png"
"9c32b05b05",0,0,"/files/kitio.jpg","",0,"","kitio.jpg"
"e62f5061f0",0,0,"/files/Optimized-profil.jpg","Blogger",56000,"","teuma.jpg"
"4e7dd98db4",0,0,"/files/kitio.jpg","Blogger",95989,"","kitio.jpg"
"3160b96bd1",0,0,"/files/stickies-g81d581b19_1920.jpg","Blog Post",253101,"","0B7ZtIc.jpe"
"382553dcda",0,0,"/files/stickies-g81d581b19_1920.jpg","Blog Post",253101,"","stickies-g81d581b19_1920.jpg"
"501bf90846",1,0,"/private/files/Blog_Post(3).csv","Data Import",3926,"","Blog_Post(3).csv"
"45b7050c4f",0,0,"/files/erpnext-logo.png","Course",11439,"","erpnext-logo.png"
"6c766c29b8",1,0,"/private/files/Blog_Post(2).csv","Data Import",3882,"","Blog_Post(2).csv"
"c62a8709da",1,0,"/private/files/Blogger(3).csv","Data Import",200,"","Blogger(3)e8984b.csv"
"240382306f",1,0,"/private/files/Blogger(3).csv","Data Import",200,"","Blogger(3).csv"
"b1bc4246c9",0,0,"/files/gros-centre-donnees-rack-salle-serveurs-processus-ingenierie-travail-equipe-technologie-informatique-stockage-nuage_39422-1032.jpg","Course",27630,"","gros-centre-donnees-rack-salle-serveurs-processus-ingenierie-travail-equipe-technologie-informatique-stockage-nuage_39422-1032.jpg"
"a7c81e8b1c",0,0,"/files/rintio.png","Web Page",1693,"","rintio.png"
"c571a1d286",0,0,"/files/cible-lda.jpg","Web Page",14774,"","cible-lda.jpg"
"bfc0b28082",0,0,"/files/aretex.jpg","Web Page",27062,"","aretex.jpg"
"e857ff70d3",0,0,"/files/3il.jpg","Web Page",47739,"","3il.jpg"
"43d1d27ec0",0,0,"/files/history.jpg","",30507,"","history.jpg"
"1078c700b7",0,0,"/files/anonimous-girl.jpg","IREX_Testimony",0,"","anonimous-girl.jpg"
"9bba72c970",0,0,"/files/anonimous-girl.jpg","IREX_Testimony",7735,"","anonimous-girl.jpg"
"3836c422e7",0,0,"/files/sonia.jpeg","IREX_Testimony",0,"","sonia.jpeg"
"96d28c69c9",0,0,"/files/sonia.jpeg","IREX_Testimony",73984,"","sonia.jpeg"
"a6b39fc778",0,0,"/files/karl-eugene.jpeg","IREX_Testimony",0,"","karl-eugene.jpeg"
"88ad4439ae",0,0,"/files/karl-eugene.jpeg","IREX_Testimony",83668,"","karl-eugene.jpeg"
"ebd9f8c4b2",0,0,"/files/ndadem.jpeg","IREX_Testimony",0,"","ndadem.jpeg"
"2149b4039c",0,0,"/files/ndadem.jpeg","IREX_Testimony",12682,"","ndadem.jpeg"
"9056b1f14f",0,0,"/files/azia.png","IREX_Testimony",0,"","azia.png"
"f011ff7d11",0,0,"/files/azia.png","IREX_Testimony",255143,"","azia.png"
"0eb8d5dfec",0,0,"/files/tankeu.jpg","IREX_Testimony",0,"","tankeu.jpg"
"ddcdb2e6fa",0,0,"/files/tankeu.jpg","IREX_Testimony",6609,"","tankeu.jpg"
"5439d70365",0,0,"/files/bkwedou.png","IREX_Testimony",0,"","bkwedou.png"
"78730926af",0,0,"/files/bkwedou.png","IREX_Testimony",57226,"","bkwedou.png"
"79335a1767",0,0,"/files/choungmo.jpeg","IREX_Testimony",0,"","choungmo.jpeg"
"8761d09e61",0,0,"/files/choungmo.jpeg","IREX_Testimony",33323,"","choungmo.jpeg"
"cc0c5b1cbd",0,0,"/files/anais.jpeg","IREX_Testimony",0,"","anais.jpeg"
"64c3bc0edd",0,0,"/files/anais.jpeg","IREX_Testimony",47179,"","anais.jpeg"
"6a7ed423a9",0,0,"/files/Optimized-profil.jpg","IREX_Testimony",0,"","Optimized-profil.jpg"
"6342317299",0,0,"/files/Optimized-profil.jpg","IREX_Testimony",56000,"","Optimized-profil.jpg"
"400a972a51",0,0,"/files/dev_backend6ffb4b.png","Course",732362,"","dev_backend6ffb4b.png"
"8ae13158a4",0,0,"/files/dev_front_apic1a5af.png","Course",776991,"","dev_front_apic1a5af.png"
"d283ae3631",0,0,"/files/dev_front_api31c1b1.png","Course",775289,"","dev_front_api31c1b1.png"
"86239d8c2e",0,0,"/files/dev_front_api31c1b1.png","Course",775289,"","dev_front_api31c1b1.png"
"790cde2482",0,0,"/files/dev_front_api.png","Course",779063,"","dev_front_api.png"
"b8a57806d0",0,0,"/files/dev_front end.png","Course",752859,"","dev_front end.png"
"1053fc6597",0,0,"/files/dev_backend_avance_2.png","Course",775579,"","dev_backend_avance_2.png"
"6f5e7c9771",0,0,"/files/man-5875816_1280.jpg","",184506,"","man-5875816_1280.jpg"
"318eb6b4f4",0,0,"/files/apple-606761_1280.jpg","",180190,"","apple-606761_1280.jpg"
"db92ae1994",0,0,"/files/mockup-5285842_1280.jpg","",177169,"","mockup-5285842_1280.jpg"
"579231f061",0,0,"/files/desk-593327_1280.jpg","",123951,"","desk-593327_1280199229.jpg"
"8cdbab9420",0,0,"/files/desk-593327_1280.jpg","",123951,"","desk-593327_1280.jpg"
"a7cfa3b120",0,0,"/files/dev_backend.png","Course",774951,"","dev_backend.png"
"0ddc689466",0,0,"/files/dev_backend_avance0dc01a.png","Course",774985,"","dev_backend_avance0dc01a.png"
"218e22d6b4",0,0,"/files/dev_backend_avance.png","Course",774905,"","dev_backend_avance.png"
"6094664881",0,0,"/files/children-306607_1280.jpg","",168105,"","children-306607_1280806978.jpg"
"4d3dba3baa",0,0,"/files/children-306607_1280.jpg","",168105,"","children-306607_1280.jpg"
"244122857b",0,0,"/files/computer-1343393_1280.jpg","Course",125390,"","computer-1343393_1280740e79.jpg"
"d2d8caae87",0,0,"/files/computer-1343393_1280.jpg","Course",125390,"","computer-1343393_1280740e79.jpg"
"a557c59987",0,0,"/files/web.jpg","Program",0,"","web.jpg"
"74f79e9d68",0,0,"/files/web.jpg","Program",0,"","web.jpg"
"db3ddc60ae",0,0,"/files/computer-1343393_1280.jpg","Program",125390,"","computer-1343393_1280.jpg"
"d5480f50dd",0,0,"/files/woman-6583628_1280.jpg","",173354,"","woman-6583628_1280.jpg"
"1e8f0e44bc",0,0,"/files/bxs-location-plus-3.svg","Web Template",841,"","bxs-location-plus-3.svg"
"141d4f757e",0,0,"/files/IREX-Brand.svg","Website Settings",0,"","IREX-Brand.svg"
"8d44beeed0",0,0,"/files/kubernetes.png","Course",261482,"","kubernetes.png"
"0902d78c42",0,0,"/files/iot-dev.jpeg","Course",7770,"","iot-dev.jpeg"
"ada93b14b6",0,0,"/files/oT-infrastructure-cloud-architecture.png","Course",47935,"","oT-infrastructure-cloud-architecture.png"
"4636b5ae34",0,0,"/files/illu_docker_blog-52-1-1024x562.png","Course",21698,"","illu_docker_blog-52-1-1024x562.png"
"a3867101ba",0,0,"/files/virtual-machine-software-windows-10-featured.jpg","Course",19493,"","virtual-machine-software-windows-10-featured.jpg"
"dcab7e597f",0,0,"/files/linux-4259595_1280.jpg","Course",284969,"","linux-4259595_1280.jpg"
"89225dc6b2",0,0,"/files/large-scale-data-streaming.jpeg","Course",23133,"","large-scale-data-streaming.jpeg"
"196906ffed",0,0,"/files/large-scale-datasciencel-250.png","Course",21595,"","large-scale-datasciencel-250.png"
"952ca00441",0,0,"/files/large-scale-data-scheduling.png","Course",59428,"","large-scale-data-scheduling.png"
"e3b79c0b4c",0,0,"/files/large-scale-data-storage.png","Course",60044,"","large-scale-data-storage.png"
"24d7d0321e",0,0,"/files/large-scale-data-processing.png","Course",49113,"","large-scale-data-processing.png"
"af04f6d22c",0,0,"/files/Analyste_Affaires.jpg","Course",48198,"","Analyste_Affaires.jpg"
"53f00b7dfd",0,0,"/files/images8049f7.jpeg","Course",8311,"","images8049f7.jpeg"
"65b88d5224",0,0,"/files/ERP-1.jpg","Course",56684,"","ERP-1.jpg"
"80c9908657",0,0,"/files/QA.jpeg","Course",110937,"","QA.jpeg"
"ff5fd68a1e",0,0,"/files/email-4284157_1280.png","Program",111635,"","email-4284157_1280.png"
"647ef349bb",0,0,"/files/internet-of-things-IoT.jpeg","Program",38501,"","internet-of-things-IoT.jpeg"
"ad58b9b8c2",0,0,"/files/cyber-security-1805632_1280.png","Program",523923,"","cyber-security-1805632_1280.png"
"6d353d73d5",0,0,"/files/computer-1373684_1920.jpg","Program",232594,"","computer-1373684_1920.jpg"
"c683123ff9",0,0,"/files/webpc-passthru.png","Program",21462,"","webpc-passthru.webp"
"00d8980381",0,0,"/files/devops-3155972_1920.jpg","Program",111836,"","devops-3155972_1920.jpg"
"29770f5ebb",0,0,"/files/backend.jpeg","Course",0,"","backend.jpeg"
"16b0aa0081",0,0,"/files/backend.jpeg","Course",8766,"","backend.jpeg"
"bc9fdf3da4",0,0,"/files/web_api_development_services_p3.png","Course",124672,"","web_api_development_services_p3.png"
"bd1af4ecad",0,0,"/files/Front-End-Web-Development.jpg","Course",30679,"","Front-End-Web-Development.jpg"
"cc4a8c222a",0,0,"/files/onboarding.jpg","Course",57005,"","onboarding445d10.jpg"
"ae696c1e27",0,0,"/files/onboarding.jpg","Program",57005,"","onboarding.jpg"
"1b8aec448a",0,0,"/files/3d.jpg","Course",117956,"","3d.jpg"
"3a367bec11",0,0,"/files/videoediting.jpg","Course",144324,"","videoediting.jpg"
"b493e69e35",0,0,"/files/ux.jpg","Course",107710,"","ux.jpg"
"ff20f233ba",0,0,"/files/graphisme.jpg","Course",82971,"","graphisme.jpg"
"53f51223a8",0,0,"/files/uxdesiiiii.jpg","Program",150555,"","uxdesiiiii.jpg"
"8f880119f6",0,0,"/files/business-analysis-process.png","Program",0,"","business-analysis-process.png"
"7eb08e2755",1,0,"/private/files/Program.csv","Data Import",6758,"","Program.csv"
"05f1c1bf36",0,0,"/files/images.jpeg","Course",0,"","images.jpeg"
"d0b477e209",1,0,"/private/files/Course2c11a5.csv","Data Import",7877,"","Course2c11a5.csv"
"5bfb464857",1,0,"/private/files/Course.csv","Data Import",7842,"","Course0a6514.csv"
"24b76f4bae",1,0,"/private/files/Topic.csv","Data Import",882,"","Topic.csv"
"46059dba46",1,0,"/private/files/Department.csv","Data Import",1732,"","Department.csv"
"dda3bb94e4",0,0,"/files/creative-1691653_1280.jpg.png","Blog Post",697618,"","F4wghfN.png"
"cc007f4070",0,0,"/files/bxs-image-alt.svg","Blogger",683,"","bxs-image-alt.svg"
"0d2c39b215",0,0,"/files/creative-1691653_1280.jpg.png","Blog Post",0,"","creative-1691653_1280.jpg.png"
"907856756c",0,0,"/files/creative-1691653_1280.jpg.png","Blog Post",697618,"","creative-1691653_1280.jpg.png"
"fedbb49ee6",0,0,"/files/workstation-405768_1920.jpg","",475503,"","workstation-405768_1920.jpg"
"6cd8931b89",0,0,"/files/bxl-facebook-square.svg","Website Settings",342,"","bxl-facebook-square.svg"
"9ab3b0455c",0,0,"/files/bxl-linkedin-square.svg","Website Settings",469,"","bxl-linkedin-square.svg"
"2f9e983706",0,0,"/files/fashion-1835871_1280.jpg","IREX_Testimony",109610,"","fashion-1835871_1280.jpg"
"a891fbc687",0,0,"/files/black-professional-4334648_1280.jpg","IREX_Testimony",131269,"","black-professional-4334648_1280.jpg"
"4a79d7dfaf",0,0,"/files/quote-left-5.svg","Web Template",2532,"","quote-left-5.svg"
"76832d81df",0,0,"/files/black-male-4568763_1280.jpg","IREX_Testimony",133658,"","black-male-4568763_1280230a83.jpg"
"8082ab6e75",0,0,"/files/black-male-4568763_1280.jpg","IREX_Testimony",133658,"","black-male-4568763_1280230a83.jpg"
"2394785539",0,0,"/files/black-male-4568763_1280.jpg","IREX_Testimony",133658,"","black-male-4568763_1280.jpg"
"50aa0155ab",0,0,"/files/web.jpg","IREX_Bootcamp",19226,"","web.jpg"
"c31e799340",0,0,"/files/business-analysis-process.png","IREX_Bootcamp",0,"","business-analysis-process.png"
"4a251d26e6",0,0,"/files/bxs-chart09ae5d.svg","IREX_Bootcamp",0,"","bxs-chart09ae5d.svg"
"efacf6ebdb",0,0,"/files/business-analysis-process.png","IREX_Bootcamp",106888,"","business-analysis-process.png"
"277527a60e",0,0,"/files/bxs-chart09ae5d.svg","IREX_Bootcamp",284,"","bxs-chart09ae5d.svg"
"36aa8c612d",0,0,"/files/webpc-passthru.png","IREX_Bootcamp",0,"","webpc-passthru.png"
"068f2ab4ea",0,0,"/files/bxs-chart09ae5d.svg","IREX_Bootcamp",0,"","bxs-chart09ae5d.svg"
"13463dd94e",0,0,"/files/webpc-passthru.png","IREX_Bootcamp",21462,"","webpc-passthru.png"
"5af521dc7f",0,0,"/files/bxs-chart09ae5d.svg","IREX_Bootcamp",284,"","bxs-chart09ae5d.svg"
"0fcb03ab1e",0,0,"/files/images.jpeg","IREX_Bootcamp",0,"","images.jpeg"
"298ef9592b",0,0,"/files/bxs-data740bb1.svg","IREX_Bootcamp",0,"","bxs-data740bb1.svg"
"9711d8159f",0,0,"/files/images.jpeg","IREX_Bootcamp",6565,"","images.jpeg"
"d3f40d9513",0,0,"/files/bxs-data740bb1.svg","IREX_Bootcamp",349,"","bxs-data740bb1.svg"
"94b0e4a72f",0,0,"/files/bx-worldbbe725.svg","IREX_Bootcamp",0,"","bx-worldbbe725.svg"
"01048ae05b",0,0,"/files/bx-worldbbe725.svg","IREX_Bootcamp",417,"","bx-worldbbe725.svg"
"8dc249916e",0,0,"/files/dev-web.jpg","IREX_Bootcamp",37262,"","dev-web.jpg"
"53e6dab275",0,0,"/files/IREX-Brand.svg","Website Settings",0,"","IREX-Brand.svg"
"71aff33ac1",0,0,"/files/bxs-select-multiple.svg","Web Template",1852,"","bxs-select-multiple.svg"
"fd0e4e8820",0,0,"/files/bxs-notepad.svg","Web Template",1809,"","bxs-notepad.svg"
"701b39845c",0,0,"/files/bxs-hand.svg","Web Template",2383,"","bxs-hand.svg"
"397979ca22",0,0,"/files/bx-log-in.svg","Web Template",1812,"","bx-log-in.svg"
"8a9fdc4221",0,0,"/files/map-of-the-world-2401458_1280.jpg","",262681,"","map-of-the-world-2401458_1280.jpg"
"f329248352",0,0,"/files/question-mark-3470783_1280.jpg.png","Web Template",664778,"","question-mark-3470783_1280.jpg.png"
"a4df80342e",0,0,"/files/shape2.png","Website Theme",23993,"","shape2.png"
"d42c0209d7",0,0,"/files/shape1.png","Website Theme",15316,"","shape1.png"
"439f39898e",0,0,"/files/dots.png","Website Theme",2450,"","dots.png"
"80f817c65f",0,0,"/files/Headline-Images.png","",338172,"","Headline-Imagesb648cf.png"
"d56d6b3ea4",0,0,"/files/Headline-Images.png","",338172,"","Headline-Imagesb648cf.png"
"5820d958ae",0,0,"/files/Headline-Images.png","Homepage",338172,"","Headline-Images.png"
"dda2a48f30",0,0,"/files/image2vector.svg","",189741,"","irex-logo-64.svg"
"1b60bb360f",0,0,"/files/image2vector.svg","",189741,"","irex-logo-64.svg"
"881e669705",0,0,"/files/image2vector.svg","",189741,"","image2vector.svg"
"16474e8af3",0,0,"/files/A3dXdDU.png","Email Account",3085,"","A3dXdDU.png"
"Home/Attachments",0,1,"","",0,"","Attachments"
"Home",0,0,"","",0,"","Home"
